file	order	reorder	algo_time	bdd_time	reorder_time	minterms	span	inputs	clauses	functions	mean (variables_in_functions)	standard deviation (variables_in_functions)	median (variables_in_functions)	maxnode	total
../thesis/xml/ecos_kernel.xml	MINCE	CUDD_REORDER_SIFT	0.0000000000	0	0.008	9.40598e+14	806	57.0	72.0	2.0	67.54385964912281	45.8999138664952	67.54385964912281	57	77
../thesis/xml/ecos_kernel.xml	MINCE	CUDD_REORDER_SYMM_SIFT	0.0000000000	0	0.012	9.40598e+14	806	57.0	72.0	2.0	67.54385964912281	45.8999138664952	67.54385964912281	57	77
../thesis/xml/ecos_kernel.xml	MINCE	CUDD_REORDER_WINDOW2	0.0000000000	0	0.004	9.40598e+14	806	57.0	72.0	2.0	67.54385964912281	45.8999138664952	67.54385964912281	58	83
../thesis/xml/ecos_kernel.xml	MINCE	CUDD_REORDER_WINDOW3	0.0000000000	0	0.004	9.40598e+14	806	57.0	72.0	2.0	67.54385964912281	45.8999138664952	67.54385964912281	58	81
../thesis/xml/ecos_kernel.xml	MINCE	CUDD_REORDER_WINDOW4	0.0000000000	0	0.004	9.40598e+14	806	57.0	72.0	2.0	67.54385964912281	45.8999138664952	67.54385964912281	59	83
../thesis/xml/ecos_kernel.xml	MINCE	CUDD_REORDER_GROUP_SIFT	0.0000000000	0	0.008	9.40598e+14	806	57.0	72.0	2.0	67.54385964912281	45.8999138664952	67.54385964912281	59	101
../thesis/xml/ecos_kernel.xml	MINCE	CUDD_REORDER_ANNEALING	0.0000000000	0	0.564	9.40598e+14	806	57.0	72.0	2.0	67.54385964912281	45.8999138664952	67.54385964912281	58	81
../thesis/xml/ecos_kernel.xml	mendonca	CUDD_REORDER_SIFT	0.0113830750	0	0.008	9.40598e+14	1508	57.0	72.0	2.0	67.54385964912281	45.8999138664952	67.54385964912281	58	74
../thesis/xml/ecos_kernel.xml	mendonca	CUDD_REORDER_SYMM_SIFT	0.0113830750	0	0.012	9.40598e+14	1508	57.0	72.0	2.0	67.54385964912281	45.8999138664952	67.54385964912281	58	74
../thesis/xml/ecos_kernel.xml	mendonca	CUDD_REORDER_WINDOW2	0.0113830750	0	0.004	9.40598e+14	1508	57.0	72.0	2.0	67.54385964912281	45.8999138664952	67.54385964912281	57	78
../thesis/xml/ecos_kernel.xml	mendonca	CUDD_REORDER_WINDOW3	0.0113830750	0	0	9.40598e+14	1508	57.0	72.0	2.0	67.54385964912281	45.8999138664952	67.54385964912281	58	77
../thesis/xml/ecos_kernel.xml	mendonca	CUDD_REORDER_WINDOW4	0.0113830750	0	0.004	9.40598e+14	1508	57.0	72.0	2.0	67.54385964912281	45.8999138664952	67.54385964912281	58	76
