file	order	reorder	algo_time	bdd_time	reorder_time	minterms	span	inputs	clauses	functions	mean (variables_in_functions)	standard deviation (variables_in_functions)	median (variables_in_functions)	total_posbile_symmetric	symmetric_percent	symmetric_continuos	maxnode	total
SPLOT-3CNF-FM-500-50-1.00-SAT-2	malik_fanin	CUDD_REORDER_SIFT	0.2000000000	136.035	14.9903	9.95451e+56	15992	500.0	620.0	2.0	54.8	63.9224530192639	54.8	124750	0.513828	0.0737475	155201	751743
SPLOT-3CNF-FM-500-50-1.00-SAT-2	malik_fanin	CUDD_REORDER_SIFT	0.1900000000	134.837	15.5707	9.95451e+56	15992	500.0	620.0	2.0	54.8	63.9224530192639	54.8	124750	0.513828	0.0737475	155201	751743
SPLOT-3CNF-FM-500-50-1.00-SAT-2	malik_fanin	CUDD_REORDER_SIFT	0.1900000000	130.597	14.9493	9.95451e+56	15992	500.0	620.0	2.0	54.8	63.9224530192639	54.8	124750	0.513828	0.0737475	155201	751743
SPLOT-3CNF-FM-500-50-1.00-SAT-2	malik_fanin	CUDD_REORDER_SIFT	0.1900000000	129.427	14.7667	9.95451e+56	15992	500.0	620.0	2.0	54.8	63.9224530192639	54.8	124750	0.513828	0.0737475	155201	751743
SPLOT-3CNF-FM-500-50-1.00-SAT-2	malik_fanin	CUDD_REORDER_SIFT	0.1900000000	129.009	14.9046	9.95451e+56	15992	500.0	620.0	2.0	54.8	63.9224530192639	54.8	124750	0.513828	0.0737475	155201	751743
SPLOT-3CNF-FM-500-50-1.00-SAT-2	malik_fanin	CUDD_REORDER_SIFT	0.2000000000	134.551	15.5035	9.95451e+56	15992	500.0	620.0	2.0	54.8	63.9224530192639	54.8	124750	0.513828	0.0737475	155201	751743
SPLOT-3CNF-FM-500-50-1.00-SAT-2	malik_fanin	CUDD_REORDER_SIFT	0.1900000000	137.404	14.9777	9.95451e+56	15992	500.0	620.0	2.0	54.8	63.9224530192639	54.8	124750	0.513828	0.0737475	155201	751743
SPLOT-3CNF-FM-500-50-1.00-SAT-2	malik_fanin	CUDD_REORDER_SIFT	0.1900000000	132.841	14.5954	9.95451e+56	15992	500.0	620.0	2.0	54.8	63.9224530192639	54.8	124750	0.513828	0.0737475	155201	751743
SPLOT-3CNF-FM-500-50-1.00-SAT-2	malik_fanin	CUDD_REORDER_SIFT	0.1900000000	130.373	14.9404	9.95451e+56	15992	500.0	620.0	2.0	54.8	63.9224530192639	54.8	124750	0.513828	0.0737475	155201	751743
SPLOT-3CNF-FM-500-50-1.00-SAT-2	malik_fanin	CUDD_REORDER_SIFT	0.1900000000	129.147	14.7941	9.95451e+56	15992	500.0	620.0	2.0	54.8	63.9224530192639	54.8	124750	0.513828	0.0737475	155201	751743
SPLOT-3CNF-FM-500-50-1.00-SAT-2	malik_fanin	CUDD_REORDER_SIFT	0.1900000000	133.03	14.9393	9.95451e+56	15992	500.0	620.0	2.0	54.8	63.9224530192639	54.8	124750	0.513828	0.0737475	155201	751743
SPLOT-3CNF-FM-500-50-1.00-SAT-2	malik_fanin	CUDD_REORDER_SIFT	0.1700000000	132.98	14.9006	9.95451e+56	15992	500.0	620.0	2.0	54.8	63.9224530192639	54.8	124750	0.513828	0.0737475	155201	751743
SPLOT-3CNF-FM-500-50-1.00-SAT-2	malik_fanin	CUDD_REORDER_SIFT	0.1800000000	130.095	14.9375	9.95451e+56	15992	500.0	620.0	2.0	54.8	63.9224530192639	54.8	124750	0.513828	0.0737475	155201	751743
SPLOT-3CNF-FM-500-50-1.00-SAT-2	malik_fanin	CUDD_REORDER_SIFT	0.1900000000	131.175	14.9286	9.95451e+56	15992	500.0	620.0	2.0	54.8	63.9224530192639	54.8	124750	0.513828	0.0737475	155201	751743
SPLOT-3CNF-FM-500-50-1.00-SAT-2	malik_fanin	CUDD_REORDER_SIFT	0.1800000000	130.721	14.6908	9.95451e+56	15992	500.0	620.0	2.0	54.8	63.9224530192639	54.8	124750	0.513828	0.0737475	155201	751743
SPLOT-3CNF-FM-500-50-1.00-SAT-2	malik_fanin	CUDD_REORDER_SIFT	0.1900000000	132.192	15.1776	9.95451e+56	15992	500.0	620.0	2.0	54.8	63.9224530192639	54.8	124750	0.513828	0.0737475	155201	751743
SPLOT-3CNF-FM-500-50-1.00-SAT-2	malik_fanin	CUDD_REORDER_SIFT	0.1900000000	131.486	15.0289	9.95451e+56	15992	500.0	620.0	2.0	54.8	63.9224530192639	54.8	124750	0.513828	0.0737475	155201	751743
SPLOT-3CNF-FM-500-50-1.00-SAT-2	malik_fanin	CUDD_REORDER_SIFT	0.2100000000	135.577	15.1928	9.95451e+56	15992	500.0	620.0	2.0	54.8	63.9224530192639	54.8	124750	0.513828	0.0737475	155201	751743
SPLOT-3CNF-FM-500-50-1.00-SAT-2	malik_fanin	CUDD_REORDER_SIFT	0.1800000000	135.718	15.0367	9.95451e+56	15992	500.0	620.0	2.0	54.8	63.9224530192639	54.8	124750	0.513828	0.0737475	155201	751743
SPLOT-3CNF-FM-500-50-1.00-SAT-2	malik_fanin	CUDD_REORDER_SIFT	0.1900000000	132.319	15.2488	9.95451e+56	15992	500.0	620.0	2.0	54.8	63.9224530192639	54.8	124750	0.513828	0.0737475	155201	751743
SPLOT-3CNF-FM-500-50-1.00-SAT-2	malik_fanin	CUDD_REORDER_SIFT	0.2000000000	136.114	15.3691	9.95451e+56	15992	500.0	620.0	2.0	54.8	63.9224530192639	54.8	124750	0.513828	0.0737475	155201	751743
